Vertex_1,Vertex_2,Method,Distance,Time,Price
1,19,2,1.14175,0.30367899999999998,1.67614
1,19,3,1.1840299999999999,0.64697400000000005,1.0741099999999999
1,20,1,1.5696099999999999,1.0687599999999999,1.00169
1,20,2,1.44747,0.64417999999999997,1.60659
1,20,3,1.4088400000000001,0.85084099999999996,1.1160000000000001
1,21,1,1.21987,0.58476099999999998,1.27023
1,21,2,1.3076300000000001,0.96904299999999999,0.67716799999999999
1,21,3,1.2950299999999999,0.56893199999999999,1.4521900000000001
1,22,1,1.55793,1.1005199999999999,0.91483400000000004
1,23,1,1.0431900000000001,0.76093200000000005,0.56451099999999999
1,23,2,1.24722,0.536219,1.42201
1,24,1,1.7188000000000001,0.60092999999999996,2.2357300000000002
1,24,2,1.4886999999999999,0.482881,2.0116299999999998
1,24,3,1.7059200000000001,0.80345999999999995,1.8049200000000001
1,25,1,1.05941,0.66132100000000005,0.79617599999999999
1,25,2,0.97489300000000001,0.449183,1.05142
1,25,3,0.84064700000000003,0.38655499999999998,0.90818500000000002
1,26,1,1.4515,0.63380899999999996,1.6353800000000001
1,26,2,1.54487,1.06135,0.96703799999999995
1,26,3,1.4274899999999999,0.44642599999999999,1.9621299999999999
1,27,1,0.60847099999999998,0.34423199999999998,0.52847900000000003
1,28,1,0.94515199999999999,0.60850700000000002,0.67329099999999997
1,28,2,0.91295000000000004,0.50370400000000004,0.81849300000000003
1,29,1,0.67974400000000001,0.41678399999999999,0.52592099999999997
1,29,2,0.67174199999999995,0.207402,0.92867900000000003
1,30,1,1.2584299999999999,0.344613,1.8276300000000001
1,31,1,0.35309000000000001,0.13244800000000001,0.44128499999999998
1,31,2,0.30133500000000002,0.10482900000000001,0.39301199999999997
1,31,3,0.31870100000000001,8.0510700000000004E-2,0.476381
1,32,1,1.2762,0.321214,1.9099699999999999
1,33,1,0.61338899999999996,0.19230900000000001,0.84216000000000002
1,33,2,0.69171400000000005,0.23679800000000001,0.90983199999999997
1,33,3,0.62096499999999999,0.463003,0.31592500000000001
1,34,1,0.30920300000000001,0.21859899999999999,0.18120700000000001
1,34,2,0.345055,0.18876299999999999,0.31258399999999997
1,34,3,0.31661899999999998,0.228515,0.176207
1,35,1,0.89677200000000001,0.47198299999999999,0.84957899999999997
1,35,2,0.91410400000000003,0.59652000000000005,0.63516899999999998
1,36,1,0.71216900000000005,0.21912200000000001,0.98609599999999997
1,36,2,0.70085699999999995,0.259106,0.88350099999999998
1,36,3,0.75663499999999995,0.51641300000000001,0.48044399999999998
1,37,1,1.1335599999999999,0.81552899999999995,0.63605900000000004
1,37,2,0.99432500000000001,0.69168700000000005,0.60527500000000001
1,37,3,1.1045400000000001,0.47370400000000001,1.2616799999999999
1,38,1,1.12453,0.28343800000000002,1.68218
1,39,1,1.4641299999999999,0.39762399999999998,2.1330200000000001
1,39,2,1.62575,0.45857399999999998,2.3343500000000001
1,40,1,1.2797700000000001,0.36975999999999998,1.82002
1,41,1,1.5879700000000001,0.48099799999999998,2.21394
1,42,1,0.99520500000000001,0.36968200000000001,1.25105
1,42,2,1.1064499999999999,0.40620200000000001,1.4005000000000001
1,43,1,1.21532,0.68652400000000002,1.05759
1,44,1,1.46689,0.39283000000000001,2.1481300000000001
1,44,2,1.4903900000000001,1.0130999999999999,0.95458799999999999
1,45,1,0.85582499999999995,0.62108600000000003,0.46947899999999998
1,45,2,0.72083600000000003,0.47897800000000001,0.48371599999999998
1,45,3,0.73426199999999997,0.35807699999999998,0.75236999999999998
1,46,1,1.25217,0.72018000000000004,1.0639799999999999
1,46,2,1.2502500000000001,0.83545800000000003,0.82958399999999999
1,47,1,0.86715399999999998,0.41601100000000002,0.90228600000000003
1,47,2,0.89710100000000004,0.409024,0.97615300000000005
1,47,3,0.89474600000000004,0.61241999999999996,0.56465200000000004
1,48,1,0.79279100000000002,0.47156599999999999,0.64244999999999997
1,48,2,0.74605100000000002,0.46906799999999998,0.55396699999999999
1,48,3,0.73503799999999997,0.24257100000000001,0.984935
1,49,1,1.2077800000000001,0.42688300000000001,1.5618000000000001
1,50,1,1.71376,1.10195,1.2236100000000001
1,51,1,1.56568,0.52484500000000001,2.08168
1,51,2,1.69814,1.24722,0.90184600000000004
1,51,3,1.7168300000000001,0.56604299999999996,2.3015699999999999
1,52,1,0.61180199999999996,0.299174,0.62525600000000003
1,52,2,0.65235100000000001,0.16411200000000001,0.97647799999999996
1,52,3,0.59643500000000005,0.17197299999999999,0.84892500000000004
1,53,1,1.0184200000000001,0.66125800000000001,0.71432399999999996
1,53,2,0.94734700000000005,0.35261199999999998,1.18947
1,53,3,0.95753299999999997,0.26514399999999999,1.3847799999999999
1,54,1,1.0826899999999999,0.43515999999999999,1.2950600000000001
1,54,2,0.93184999999999996,0.32033299999999998,1.2230300000000001
1,54,3,1.1052200000000001,0.47045500000000001,1.26953
1,55,1,0.81096999999999997,0.36597800000000003,0.88998500000000003
1,55,2,0.83877500000000005,0.52473599999999998,0.628077
1,56,1,1.18804,0.58922600000000003,1.19764
1,56,2,1.1354900000000001,0.70531699999999997,0.86034900000000003
1,56,3,1.2822100000000001,0.44363799999999998,1.6771400000000001
1,57,1,1.11229,0.79342900000000005,0.63772099999999998
1,58,1,1.21987,0.76428099999999999,0.91118500000000002
1,58,2,0.90252900000000003,0.55726699999999996,0.69052400000000003
1,58,3,1.0279,0.417883,1.22004
1,59,1,1.625,0.75883800000000001,1.7323299999999999
1,60,1,0.327291,0.23596300000000001,0.18265600000000001
1,60,2,0.31681999999999999,0.121961,0.38971800000000001
1,60,3,0.34523399999999999,0.18326400000000001,0.32393899999999998
1,61,1,0.221387,0.15030499999999999,0.14216500000000001
1,61,2,0.172398,0.103591,0.13761399999999999
1,61,3,0.213644,0.124068,0.17915200000000001
1,62,1,0.770702,0.35347000000000001,0.83446399999999998
1,62,2,0.65022100000000005,0.36906600000000001,0.56230999999999998
1,63,1,0.62415699999999996,0.16612299999999999,0.91606900000000002
1,64,1,0.68709799999999999,0.21488599999999999,0.94442300000000001
1,64,2,0.856012,0.52279100000000001,0.66644199999999998
1,64,3,0.825071,0.469472,0.711198
1,65,1,0.99341900000000005,0.56923299999999999,0.84837300000000004
1,66,1,1.1038600000000001,0.71183399999999997,0.78404399999999996
1,67,1,1.5422499999999999,0.63624899999999995,1.8120000000000001
1,68,1,1.19313,0.75215200000000004,0.88195100000000004
1,69,1,1.3956,0.82974800000000004,1.13171
1,69,2,1.48699,0.96843699999999999,1.03711
1,69,3,1.64598,0.610012,2.0719400000000001
1,70,1,0.88455099999999998,0.376305,1.0164899999999999
1,70,2,0.87021800000000005,0.57826100000000002,0.58391400000000004
1,71,1,1.3558399999999999,0.43141699999999999,1.84884
1,72,1,0.90246700000000002,0.34750799999999998,1.10992
1,72,2,0.97977800000000004,0.59298300000000004,0.77358899999999997
1,73,1,0.61511400000000005,0.35672100000000001,0.51678599999999997
1,73,2,0.481624,0.141402,0.68044400000000005
1,74,1,0.61360800000000004,0.378278,0.47066000000000002
1,75,1,0.65455600000000003,0.187559,0.93399200000000004
1,75,2,0.64785700000000002,0.20350499999999999,0.88870499999999997
1,75,3,0.59959099999999999,0.26369799999999999,0.67178700000000002
1,76,1,0.61296300000000004,0.38440200000000002,0.45712199999999997
1,76,2,0.63331700000000002,0.412323,0.44198700000000002
1,77,1,1.5158700000000001,0.49086099999999999,2.05002
1,77,2,1.2926500000000001,0.45401000000000002,1.6772800000000001
1,77,3,1.3421799999999999,0.78253499999999998,1.1192899999999999
1,78,1,0.45038099999999998,0.11960999999999999,0.66154100000000005
1,78,2,0.43346400000000002,0.28525299999999998,0.29642200000000002
1,78,3,0.42587900000000001,0.186444,0.47886899999999999
1,79,1,1.5705800000000001,0.44986300000000001,2.2414399999999999
1,80,1,1.3773200000000001,0.93869400000000003,0.87726099999999996
1,80,2,1.47282,0.46706199999999998,2.01152
1,81,1,0.61775000000000002,0.16139600000000001,0.91270799999999996
1,82,1,0.54335100000000003,0.23232800000000001,0.62204599999999999
1,82,2,0.51788000000000001,0.181869,0.67202200000000001
1,83,1,1.6982200000000001,0.92828999999999995,1.5398499999999999
1,83,2,1.4909699999999999,0.86321099999999995,1.25552
1,84,1,1.44784,0.95861300000000005,0.97845000000000004
1,84,2,1.64676,1.1739900000000001,0.94553699999999996
1,85,1,0.269177,0.104855,0.32864500000000002
1,85,2,0.32132500000000003,0.145152,0.35234599999999999
1,86,1,1.06854,0.77287300000000003,0.59133100000000005
1,86,2,0.97573299999999996,0.51710299999999998,0.91725900000000005
1,86,3,0.85204500000000005,0.53959900000000005,0.62489300000000003
1,87,1,1.20973,0.84770999999999996,0.72403399999999996
1,87,2,1.36236,0.70988099999999998,1.3049500000000001
1,87,3,1.2821400000000001,0.647173,1.26993
1,88,1,1.59066,0.52902899999999997,2.1232700000000002
1,89,1,0.711511,0.21717500000000001,0.98867099999999997
1,89,2,0.71627399999999997,0.40536299999999997,0.62182199999999999
1,89,3,0.74302800000000002,0.508579,0.46889799999999998
1,90,1,0.29321999999999998,9.1229299999999999E-2,0.40398099999999998
1,90,2,0.30629699999999999,0.13702900000000001,0.338536
1,91,1,1.5362,1.13872,0.79495800000000005
1,91,2,1.52677,0.80609200000000003,1.4413499999999999
1,92,1,1.34745,0.50760499999999997,1.6796899999999999
1,93,1,7.5061500000000003E-2,2.8539599999999998E-2,9.3043899999999999E-2
1,93,2,8.7671899999999997E-2,3.6927099999999997E-2,0.10149
1,93,3,7.3637499999999995E-2,4.6985399999999997E-2,5.3304200000000003E-2
1,94,1,0.95564499999999997,0.386714,1.1378600000000001
1,95,1,1.12381,0.49446299999999999,1.2586999999999999
1,95,2,1.2008399999999999,0.45115899999999998,1.4993700000000001
1,95,3,1.1855500000000001,0.80339899999999997,0.76430399999999998
1,96,1,1.29833,0.35869800000000002,1.87927
1,96,2,1.24733,0.50664699999999996,1.4813700000000001
1,96,3,1.2674099999999999,0.68894100000000003,1.15693
1,97,1,1.32115,0.59995100000000001,1.4423999999999999
1,97,2,1.1371199999999999,0.405277,1.4636899999999999
1,97,3,1.42899,0.95751600000000003,0.94294999999999995
1,98,1,1.6120300000000001,1.18526,0.85354399999999997
1,98,2,1.5974900000000001,0.67420800000000003,1.84656
1,98,3,1.46984,0.52426899999999999,1.8911500000000001
1,99,1,0.44734200000000002,0.28483399999999998,0.32501600000000003
1,100,1,0.62248800000000004,0.24535599999999999,0.75426400000000005
1,100,2,0.63253700000000002,0.24159,0.78189500000000001
2,3,1,1.22542,0.591947,1.26694
2,4,1,0.62714599999999998,0.30848799999999998,0.63731599999999999
2,4,2,0.60479099999999997,0.186559,0.83646500000000001
2,4,3,0.62432299999999996,0.302786,0.64307300000000001
2,5,1,1.2032099999999999,0.338702,1.7290099999999999
2,5,2,1.3107,0.949318,0.72276499999999999
2,6,1,1.1150800000000001,0.377303,1.4755499999999999
2,6,2,0.93018699999999999,0.59040400000000004,0.679566
2,6,3,0.96784300000000001,0.443749,1.04819
2,7,1,0.80133200000000004,0.40987000000000001,0.78292399999999995
2,7,2,0.79883300000000002,0.57483099999999998,0.44800400000000001
2,7,3,0.93427899999999997,0.60330300000000003,0.66195300000000001
2,8,1,0.849333,0.22481799999999999,1.2490300000000001
2,8,2,0.84631000000000001,0.46162799999999998,0.76936300000000002
2,9,1,0.87469399999999997,0.28856300000000001,1.1722600000000001
2,9,2,0.87663400000000002,0.40403499999999998,0.94519799999999998
2,9,3,0.88248400000000005,0.51591900000000002,0.73312999999999995
2,10,1,4.4505999999999997E-2,0.0127587,6.3494499999999995E-2
2,10,2,4.6891799999999997E-2,2.4002699999999998E-2,4.5778399999999997E-2
2,10,3,4.5345200000000002E-2,3.2849099999999999E-2,0.0249921
2,11,1,0.23865,0.16748299999999999,0.14233399999999999
2,11,2,0.25251899999999999,0.17574699999999999,0.15354400000000001
2,11,3,0.24867600000000001,0.133134,0.23108300000000001
2,12,1,1.1624699999999999,0.36044100000000001,1.6040700000000001
2,13,1,0.65341300000000002,0.369564,0.56769899999999995
2,13,2,0.66261999999999999,0.16833699999999999,0.98856699999999997
2,14,1,0.88666100000000003,0.61340499999999998,0.546512
2,14,2,0.93369999999999997,0.45495099999999999,0.95749799999999996
2,15,1,1.12053,0.44519999999999998,1.3506499999999999
2,15,2,1.0754300000000001,0.273725,1.6034200000000001
2,16,1,0.94583600000000001,0.49047600000000002,0.91071999999999997
2,16,2,0.90103900000000003,0.46834100000000001,0.86539699999999997
2,16,3,0.98373299999999997,0.67218800000000001,0.62309099999999995
2,17,1,0.78404399999999996,0.43572,0.69664899999999996
2,17,2,0.80195300000000003,0.379963,0.84398099999999998
2,18,1,1.23994,0.612869,1.25414
2,18,2,1.1332,0.84100900000000001,0.58437300000000003
2,18,3,1.28312,0.58913899999999997,1.38795
2,19,1,0.54497499999999999,0.394567,0.30081599999999997
2,20,1,0.66125800000000001,0.23738799999999999,0.84774000000000005
2,20,2,0.60578600000000005,0.38082300000000002,0.44992700000000002
2,20,3,0.58985200000000004,0.153613,0.87247699999999995
2,21,1,0.454237,0.22011700000000001,0.46824100000000002
2,21,2,0.458484,0.30013600000000001,0.316695
2,22,1,8.7767200000000004E-2,4.4681899999999997E-2,8.6170700000000003E-2
2,22,2,8.9278200000000002E-2,6.1819100000000002E-2,0.0549182
2,23,1,0.83211299999999999,0.56025599999999998,0.54371400000000003
2,24,1,2.9328900000000001E-2,1.7815299999999999E-2,2.3027300000000001E-2
2,24,2,3.1180900000000001E-2,2.3013800000000001E-2,0.0163342
2,24,3,0.0290954,9.1508500000000003E-3,3.9889099999999997E-2
2,25,1,0.835812,0.56110099999999996,0.54942100000000005
2,25,2,0.77427299999999999,0.39540799999999998,0.75773000000000001
2,25,3,0.71372800000000003,0.448351,0.53075499999999998
2,26,1,0.93096000000000001,0.60752099999999998,0.64687899999999998
2,26,2,0.73168299999999997,0.307728,0.84791099999999997
2,27,1,0.92573300000000003,0.47284599999999999,0.90577399999999997
2,27,2,0.96703300000000003,0.47925200000000001,0.97556299999999996
2,27,3,0.96047000000000005,0.50207599999999997,0.91678700000000002
2,28,1,1.1669099999999999,0.48407299999999998,1.36568
2,28,2,1.09676,0.587368,1.01878
2,29,1,0.92095800000000005,0.52238399999999996,0.79714700000000005
2,30,1,0.58496099999999995,0.39994299999999999,0.370037
2,31,1,1.3798299999999999,0.573187,1.6132899999999999
2,31,2,1.25013,0.75223600000000002,0.99579399999999996
2,32,1,0.68646300000000005,0.40335599999999999,0.566214
2,32,2,0.65140799999999999,0.466028,0.37075999999999998
2,33,1,1.2326299999999999,0.59006400000000003,1.28512
2,33,2,1.1945300000000001,0.65158300000000002,1.0859000000000001
2,34,1,1.2920700000000001,0.47566900000000001,1.6328100000000001
2,35,1,0.72165299999999999,0.198489,1.04633
2,35,2,0.85089800000000004,0.47356300000000001,0.75466900000000003
2,36,1,0.94582500000000003,0.35541600000000001,1.18082
2,36,2,0.88045399999999996,0.49400100000000002,0.77290599999999998
2,37,1,0.76932100000000003,0.394762,0.749116
2,38,1,0.67120800000000003,0.356267,0.62988299999999997
2,38,2,0.66335100000000002,0.24157400000000001,0.84355500000000005
2,38,3,0.675728,0.19993,0.95159499999999997
2,39,1,0.711955,0.39112799999999998,0.64165499999999998
2,39,2,0.65026899999999999,0.32181900000000002,0.65689900000000001
2,39,3,0.70920000000000005,0.35279300000000002,0.71281499999999998
2,40,1,0.61852300000000004,0.25571199999999999,0.72562099999999996
2,40,2,0.59778399999999998,0.26729000000000003,0.66098800000000002
2,40,3,0.58501700000000001,0.42179,0.32645400000000002
2,41,1,8.9556399999999994E-2,0.0617879,5.5537099999999999E-2
2,41,2,9.8242200000000002E-2,5.3726400000000001E-2,8.9031600000000002E-2
2,42,1,0.65952500000000003,0.27163100000000001,0.775787
2,43,1,0.61141500000000004,0.25897399999999998,0.70488300000000004
2,43,2,0.60356399999999999,0.23705300000000001,0.73302199999999995
2,43,3,0.61641400000000002,0.34870299999999999,0.53542000000000001
2,44,1,0.25093900000000002,7.6289499999999996E-2,0.34929900000000003
2,44,2,0.25430000000000003,0.17060400000000001,0.16739299999999999
2,45,1,0.97504900000000005,0.402613,1.1448700000000001
2,46,1,0.54390700000000003,0.17189099999999999,0.744031
2,47,1,0.85175500000000004,0.22653000000000001,1.2504500000000001
2,48,1,1.3573900000000001,0.88471200000000005,0.94536299999999995
2,49,1,0.55706,0.14086399999999999,0.83239099999999999
2,50,1,0.45133800000000002,0.25886199999999998,0.38495200000000002
2,51,1,0.628409,0.20349400000000001,0.84982999999999997
2,52,1,1.3065100000000001,0.90610500000000005,0.80081800000000003
2,52,2,1.3827199999999999,0.73540700000000003,1.2946299999999999
2,53,1,1.2153099999999999,0.42009400000000002,1.59043
2,53,2,1.3370299999999999,0.67464299999999999,1.3247800000000001
2,53,3,1.21994,0.72677700000000001,0.98632699999999995
2,54,1,0.56871000000000005,0.232489,0.67244199999999998
2,55,1,1.1343799999999999,0.727738,0.81328299999999998
2,56,1,0.50160099999999996,0.15026200000000001,0.70267900000000005
2,56,2,0.46373700000000001,0.29294300000000001,0.34158699999999997
2,56,3,0.44857599999999997,0.13148899999999999,0.63417599999999996
2,57,1,0.675535,0.390096,0.570878
2,57,2,0.78129499999999996,0.34503,0.87253000000000003
2,57,3,0.65919700000000003,0.33301799999999998,0.65235799999999999
2,58,1,1.25725,0.84111000000000002,0.83227700000000004
2,58,2,1.2645900000000001,0.91698199999999996,0.69521699999999997
2,59,1,0.17560899999999999,9.8908999999999997E-2,0.15340000000000001
2,59,2,0.20061699999999999,0.13047400000000001,0.140287
2,59,3,0.182475,7.0335999999999996E-2,0.22427800000000001
2,60,1,1.5532999999999999,0.949098,1.2083999999999999
2,60,2,1.5004599999999999,0.61977400000000005,1.7613799999999999
2,60,3,1.49075,0.450957,2.07959
2,61,1,1.54647,0.53534099999999996,2.0222500000000001
2,61,2,1.52885,1.0177,1.0223
2,61,3,1.4218999999999999,0.58393600000000001,1.6759299999999999
2,62,1,0.92189200000000004,0.48823299999999997,0.867317
2,63,1,0.98484000000000005,0.46163300000000002,1.0464100000000001
2,63,2,1.11771,0.83334200000000003,0.56872699999999998
2,63,3,1.0861099999999999,0.69659400000000005,0.77903900000000004
2,64,1,1.07755,0.75381799999999999,0.64747299999999997
2,64,2,1.03755,0.34626099999999999,1.3825700000000001
2,64,3,1.17913,0.31726300000000002,1.72373
2,65,1,0.73382899999999995,0.52257100000000001,0.42251499999999997
2,65,2,0.774536,0.427948,0.69317499999999999
2,66,1,1.1658900000000001,0.64008100000000001,1.05162
2,66,2,1.0268900000000001,0.61812199999999995,0.81753500000000001
2,66,3,1.1086400000000001,0.62532699999999997,0.96661799999999998
2,67,1,0.19477800000000001,0.103269,0.18301799999999999
2,68,1,1.2827200000000001,0.93964899999999996,0.68613500000000005
2,69,1,1.0483800000000001,0.54097399999999995,1.01481
2,70,1,0.78332199999999996,0.395063,0.77651800000000004
2,70,2,0.89073500000000005,0.66058099999999997,0.46030700000000002
2,71,1,0.51945699999999995,0.16484499999999999,0.70922499999999999
2,71,2,0.51941499999999996,0.14832000000000001,0.74219000000000002
2,72,1,0.80979000000000001,0.26880799999999999,1.08196
2,72,2,0.74614800000000003,0.44394299999999998,0.60441
2,72,3,0.720109,0.27564699999999998,0.88892400000000005
2,73,1,1.0839000000000001,0.71015899999999998,0.74748599999999998
2,73,2,1.1351199999999999,0.55641399999999996,1.15741
2,74,1,1.1473800000000001,0.66798000000000002,0.95880200000000004
2,74,2,1.31708,0.96301099999999995,0.70814699999999997
2,75,1,0.97872800000000004,0.39511000000000002,1.1672400000000001
2,76,1,1.34287,0.67713400000000001,1.33148
2,77,1,1.4931300000000001,0.54405300000000001,1.8981600000000001
2,77,2,1.3077300000000001,0.89304499999999998,0.82936500000000002
2,78,1,1.3399099999999999,0.63336199999999998,1.41309
2,78,2,1.32822,0.42557200000000001,1.8052999999999999
2,79,1,0.475049,0.23161100000000001,0.48687599999999998
2,79,2,0.50962200000000002,0.35731800000000002,0.30460900000000002
2,79,3,0.56823500000000005,0.340252,0.45596700000000001
2,80,1,0.76355399999999995,0.45725500000000002,0.612599
2,80,2,0.74008200000000002,0.38211499999999998,0.71593499999999999
2,80,3,0.71490100000000001,0.42834,0.57312300000000005
2,81,1,1.0491699999999999,0.36287900000000001,1.3725799999999999
2,81,2,1.0742499999999999,0.36172900000000002,1.4250400000000001
2,81,3,1.2862899999999999,0.93588400000000005,0.70081899999999997
2,82,1,1.0541799999999999,0.48197800000000002,1.14439
2,82,2,1.21244,0.74416599999999999,0.93654899999999996
2,82,3,1.14303,0.375332,1.5354099999999999
2,83,1,0.16248699999999999,5.5276600000000002E-2,0.214421
2,84,1,0.21443400000000001,0.109921,0.20902499999999999
2,85,1,1.4421299999999999,0.69975699999999996,1.4847600000000001
2,86,1,0.70335999999999999,0.52420599999999995,0.35830699999999999
2,86,2,0.703044,0.23208799999999999,0.941913
2,86,3,0.68060900000000002,0.30272199999999999,0.75577499999999997
2,87,1,0.82229600000000003,0.38238,0.87983299999999998
2,88,1,0.160358,9.3256900000000004E-2,0.13420199999999999
2,88,2,0.155136,4.0564000000000003E-2,0.22914499999999999
2,88,3,0.14190700000000001,5.9445400000000002E-2,0.16492200000000001
2,89,1,1.22204,0.86185800000000001,0.72036800000000001
2,90,1,1.3948499999999999,0.97121599999999997,0.84726000000000001
2,90,2,1.2638799999999999,0.938334,0.651084
2,90,3,1.4754400000000001,0.87362300000000004,1.20364
2,91,1,0.73590800000000001,0.41008699999999998,0.65164200000000005
2,92,1,0.63407599999999997,0.46016400000000002,0.34782299999999999
2,92,2,0.66992799999999997,0.33981899999999998,0.66021700000000005
2,92,3,0.62350099999999997,0.29762300000000003,0.65175399999999994
2,93,1,1.57725,0.92753600000000003,1.29942
2,94,1,0.69339600000000001,0.17641999999999999,1.0339499999999999
2,95,1,0.96072599999999997,0.44782300000000003,1.0258100000000001
2,95,2,0.92391599999999996,0.61493699999999996,0.61795900000000004
2,96,1,0.77348399999999995,0.42088100000000001,0.705206
2,96,2,0.70177900000000004,0.34615099999999999,0.711256
2,97,1,0.42361900000000002,0.29618100000000003,0.25487599999999999
2,98,1,0.23155600000000001,0.110315,0.242482
2,98,2,0.237011,9.9710599999999996E-2,0.27460099999999998
2,98,3,0.18826499999999999,9.4558199999999995E-2,0.187414
2,99,1,1.3088900000000001,0.96674800000000005,0.68428100000000003
2,99,2,1.0525100000000001,0.76516799999999996,0.57467900000000005
2,99,3,1.23743,0.562025,1.3508100000000001
2,100,1,1.2514400000000001,0.359931,1.78301
3,4,1,0.81015199999999998,0.49785699999999999,0.62458899999999995
3,5,1,0.33821600000000002,0.17281299999999999,0.33080500000000002
3,5,2,0.35178399999999999,0.16676099999999999,0.37004599999999999
3,5,3,0.33016800000000002,8.2666199999999995E-2,0.49500300000000003
3,6,1,1.28332,0.83842700000000003,0.88979299999999995
3,6,2,1.4227799999999999,0.90298800000000001,1.03959
3,7,1,0.706951,0.35222199999999998,0.70945800000000003
3,7,2,0.67991400000000002,0.47853600000000002,0.40275699999999998
3,8,1,0.95963799999999999,0.57444300000000004,0.77038899999999999
3,8,2,0.99627399999999999,0.53893400000000002,0.91467900000000002
3,9,1,0.72289599999999998,0.248337,0.94911699999999999
3,9,2,0.73097900000000005,0.21484,1.0322800000000001
3,9,3,0.698708,0.17519299999999999,1.0470299999999999
3,10,1,1.2441599999999999,0.44590999999999997,1.5965
3,11,1,1.15649,0.55728,1.1984300000000001
3,12,1,0.76988999999999996,0.56498700000000002,0.409806
3,13,1,1.03755,0.68610300000000002,0.70289599999999997
3,14,1,1.2744200000000001,0.51663999999999999,1.51556
3,15,1,0.96189599999999997,0.598028,0.72773699999999997
3,16,1,1.3481399999999999,1.00332,0.68964000000000003
3,16,2,1.1778200000000001,0.70966300000000004,0.93630500000000005
3,17,1,0.57450599999999996,0.279194,0.59062400000000004
3,18,1,0.51814800000000005,0.38560100000000003,0.26509199999999999
3,18,2,0.58706499999999995,0.37707800000000002,0.41997499999999999
3,18,3,0.61919800000000003,0.26658399999999999,0.70522700000000005
3,19,1,0.85032300000000005,0.602329,0.49598599999999998
3,19,2,0.85682199999999997,0.52098100000000003,0.671682
3,20,1,0.94604500000000002,0.26782899999999998,1.35643
3,21,1,0.92336200000000002,0.29738100000000001,1.25196
3,22,1,1.31677,0.61573800000000001,1.4020699999999999
3,22,2,1.35405,0.70611699999999999,1.2958700000000001
3,22,3,1.2764200000000001,0.716916,1.119
3,23,1,0.61209999999999998,0.41737600000000002,0.38944899999999999
3,23,2,0.59409500000000004,0.44119900000000001,0.30579299999999998
3,23,3,0.71295500000000001,0.26758999999999999,0.89073000000000002
3,24,1,1.2528999999999999,0.65404899999999999,1.1977
3,24,2,1.3753,0.55348299999999995,1.6436299999999999
3,24,3,1.36765,0.456617,1.8220700000000001
3,25,1,0.58266799999999996,0.33746700000000002,0.490402
3,25,2,0.55352299999999999,0.20350299999999999,0.70004
3,26,1,0.94251499999999999,0.58657199999999998,0.71188600000000002
3,27,1,0.62768900000000005,0.23372899999999999,0.78791999999999995
3,28,1,0.37654100000000001,0.19592699999999999,0.36122700000000002
3,29,1,0.72242300000000004,0.33820699999999998,0.76843099999999998
3,29,2,0.72312600000000005,0.36040899999999998,0.72543500000000005
3,29,3,0.66944599999999999,0.49136400000000002,0.35616399999999998
3,30,1,0.93352800000000002,0.68127899999999997,0.504498
